,name,type
12728,Double Prestige,Bulk Carrier
12730,Federal Spruce,Bulk Carrier
12731,Federal Spey,Bulk Carrier
12732,Federal Skye,Bulk Carrier
12733,Federal Severn,Bulk Carrier
12734,Federal Sutton,Bulk Carrier
12735,Federal Swift,Bulk Carrier
12736,Federal Skeena,Bulk Carrier
12737,Federal Sable,Bulk Carrier
12738,Pan Kristine,Bulk Carrier
12739,Overseas Athens,Oil/Chemical Tanker
12740,Overseas Milos,Oil/Chemical Tanker
12741,Overseas Samar,Oil/Chemical Tanker
12742,Stellar Orchid,Oil/Chemical Tanker
12743,Zemgale,Oil/Chemical Tanker
12746,Moon Globe,Bulk Carrier
12747,Q Jake,Bulk Carrier
12748,Halki,Bulk Carrier
12749,Cihan,Bulk Carrier
12750,Golf,Bulk Carrier
12752,Ssi Victory,Bulk Carrier
12753,Skyros,Bulk Carrier
12754,Leda C,Bulk Carrier
12755,DCentaurus,Bulk Carrier
12756,Olympic Glory,Bulk Carrier
12758,Lmz Pluto,Bulk Carrier
12759,Sandpiper Bulker,Bulk Carrier
12760,Roadrunner Bulker,Bulk Carrier
12761,Puffin Bulker,Bulk Carrier
12762,Petrel Bulker,Bulk Carrier
12764,Dorado,Bulk Carrier
12765,Columba,Bulk Carrier
12766,Ardmore Capella,Oil/Chemical Tanker
12767,Ardmore Calypso,Oil/Chemical Tanker
12772,Anjelique D,Bulk Carrier
12773,Veronique D,Bulk Carrier
12777,B Atlantic,Oil/Chemical Tanker
12778,Charlie,Bulk Carrier
12779,MV Silver Navigator,Bulk Carrier
12780,Oriole,Bulk Carrier
12782,Kate,Bulk Carrier
12783,Beks Yilmaz,Bulk Carrier
12784,Beks Cenk,Bulk Carrier
12786,Beks Halil,Bulk Carrier
12787,Northern Ocean,Oil/Chemical Tanker
12788,Northern Light,Oil/Chemical Tanker
12789,Q Keen,Bulk Carrier
12791,Q Ioanari,Bulk Carrier
12793,Cape Daly,Oil/Chemical Tanker
12794,Intrepid Republic,Oil/Chemical Tanker
12795,Intrepid Canada,Oil/Chemical Tanker
12798,Habip Bayrak,Oil/Chemical Tanker
12799,Ionian Eagle,Bulk Carrier
12801,Platon,Bulk Carrier
12802,MV Sinokor Sunrise,Bulk Carrier
12805,Marine Princess,Bulk Carrier
12806,Marine Prince,Bulk Carrier
12807,Kavo Platanos,Bulk Carrier
12808,Union Erwin,Bulk Carrier
12809,Overseas Leyte,Oil/Chemical Tanker
12811,Q Myrtalia,Bulk Carrier
12816,Federal Yoshino,Bulk Carrier
12817,Federal Shimanto,Bulk Carrier
12818,Kynouria,Bulk Carrier
12819,Georgitsi,Bulk Carrier
12820,Krousson,Bulk Carrier
12821,Kumiai Shagang,Bulk Carrier
12822,Stellar Wisteria,Oil/Chemical Tanker
12827,C Handy,Bulk Carrier
12828,A Handy,Bulk Carrier
12829,Contest,Oil/Chemical Tanker
12830,Concept,Oil/Chemical Tanker
12831,Concord,Oil/Chemical Tanker
12832,Phoenix Island II,Bulk Carrier
12833,Diamond Stars,Bulk Carrier
12834,Astella,Oil/Chemical Tanker
12835,Agena,Oil/Chemical Tanker
12836,Ocean Eagle,Bulk Carrier
12837,Cape Istanbul,Bulk Carrier
12839,Sun Master,Bulk Carrier
12846,Cape Supplier,Bulk Carrier
12853,Nighthawk,Bulk Carrier
12855,Fairchem Kiso,Oil/Chemical Tanker
12856,Nave Polaris,Oil/Chemical Tanker
12857,King Corn,Bulk Carrier
12859,Interlink Levity,Bulk Carrier
12860,Interlink Equity,Bulk Carrier
12862,Interlink Verity,Bulk Carrier
12863,Interlink Parity,Bulk Carrier
12864,Interlink Acuity,Bulk Carrier
12866,Star Big,Bulk Carrier
12874,Argent Iris,Oil/Chemical Tanker
12875,Jackie B,Bulk Carrier
12882,Ardmore Centurion,Oil/Chemical Tanker
12884,Themis,Bulk Carrier
12885,Cape Leonidas,Bulk Carrier
12886,Cape Claudine,Bulk Carrier
12891,Ecopride GO,Bulk Carrier
12892,Ecofaith GO,Bulk Carrier
12895,Panorama,Bulk Carrier
12896,Fiorela,Bulk Carrier
12899,Pan Jasmine,Bulk Carrier
12901,Just Fitz III,Bulk Carrier
12902,Alcmene,Bulk Carrier
12910,Aeneas,Bulk Carrier
12911,Avalon,Bulk Carrier
12912,Team Progress,Bulk Carrier
12913,Thrush,Bulk Carrier
12914,Amagi Galaxy,Oil/Chemical Tanker
12915,Pantanassa,Bulk Carrier
12916,Harvest Peace,Bulk Carrier
12919,Tanta T,Bulk Carrier
12921,Cape Durango,Oil/Chemical Tanker
12924,Pella,Bulk Carrier
12925,Attalia,Bulk Carrier
12928,Smolensk,Bulk Carrier
12929,Sibai,Bulk Carrier
12930,Saratov,Bulk Carrier
12932,Songa Falcon,Oil/Chemical Tanker
12933,Songa Eagle,Oil/Chemical Tanker
12935,Star Mega,Bulk Carrier
12936,Blue Sapphire,Bulk Carrier
12942,Mairaki,Bulk Carrier
12945,Raiatea,Bulk Carrier
12946,Ithomi,Bulk Carrier
12947,Parnon,Bulk Carrier
12948,Brave Argentina,Bulk Carrier
12950,Newlead Markela,Bulk Carrier
12953,Federal Kushiro,Bulk Carrier
12956,Kovdor,Bulk Carrier
12957,Atlantic Grace,Bulk Carrier
12959,Athena,Bulk Carrier
12961,Star Aurora,Bulk Carrier
12962,Ocean Courtesy,Bulk Carrier
12964,Requiem,Bulk Carrier
12965,Harvest Plains,Bulk Carrier
12967,Ellie,Bulk Carrier
12968,Elin,Bulk Carrier
12980,Lm Victoria,Bulk Carrier
12984,Overseas Kythnos,Oil/Chemical Tanker
12993,Ubc Hamburg,Bulk Carrier
12994,Egs Tide,Bulk Carrier
12995,Ubc Houston,Bulk Carrier
13000,Athiri,Oil/Chemical Tanker
13003,Andros,Bulk Carrier
13004,Aurora Sapphire,Bulk Carrier
13007,Pan Ivy,Bulk Carrier
13010,Brilliant Jupiter,Bulk Carrier
13011,Kenza,Oil/Chemical Tanker
13013,Cape Elise,Bulk Carrier
13014,Alpine Marina,Oil/Chemical Tanker
13015,Bosna,Bulk Carrier
13016,Alpine Light,Oil/Chemical Tanker
13017,Alpine Legend,Oil/Chemical Tanker
13018,Suprastar,Bulk Carrier
13019,Annou Max,Bulk Carrier
13020,Sea Poseidon,Bulk Carrier
13023,Athanassios GO,Bulk Carrier
13024,Constantinos G O,Bulk Carrier
13026,Star Globe,Bulk Carrier
13027,MV Sky Globe,Bulk Carrier
13029,Ibis Bulker,Bulk Carrier
13030,Sti Highlander,Oil/Chemical Tanker
13031,Ocean Force,Oil/Chemical Tanker
13032,Ocean Spirit,Oil/Chemical Tanker
13034,Ephesus,Bulk Carrier
13037,Christina J,Bulk Carrier
13040,Sea Brave,Bulk Carrier
13041,Argent Gerbera,Oil/Chemical Tanker
13042,Cape Maria,Bulk Carrier
13043,Harvest Rising,Bulk Carrier
13045,Fairchem Eagle,Oil/Chemical Tanker
13046,Rini,Bulk Carrier
13047,MV Hera,Bulk Carrier
13049,Alpine Hibiscus,Oil/Chemical Tanker
13052,Trident Challenger,Bulk Carrier
13053,Grebe Bulker,Bulk Carrier
13054,Star Martha,Bulk Carrier
13056,Gannet Bulker,Bulk Carrier
13057,Mardinik,Bulk Carrier
13060,Mairini,Bulk Carrier
13063,Gold Gemini,Bulk Carrier
13064,Ocean King D,Bulk Carrier
13065,Mar Camino,Bulk Carrier
13067,Maestro Lion,Bulk Carrier
13068,Maestro Tiger,Bulk Carrier
13071,Alpine Liberty,Oil/Chemical Tanker
13074,MV Ionic Spirit,Bulk Carrier
13076,Feyha,Bulk Carrier
13077,Berthea,Oil/Chemical Tanker
13081,Hanjin Matsuyama,Bulk Carrier
13082,Ubt Fjord,Oil/Chemical Tanker
13085,Megacore Honami,Oil/Chemical Tanker
13087,Aligote,Oil/Chemical Tanker
13088,Altesse,Oil/Chemical Tanker
13089,Pyxis Delta,Oil/Chemical Tanker
13090,Nave Constellation,Oil/Chemical Tanker
13091,Nave Universe,Oil/Chemical Tanker
13092,Uacc Marah,Oil/Chemical Tanker
13093,Uacc Mansouria,Oil/Chemical Tanker
13094,Uacc Messila,Oil/Chemical Tanker
13095,Uacc Masafi,Oil/Chemical Tanker
13096,Dubai Sun,Bulk Carrier
13097,Alpine Meadow,Oil/Chemical Tanker
13098,Aziz Torlak,Oil/Chemical Tanker
13099,Polyneos,Bulk Carrier
13103,Wingsail,Bulk Carrier
13104,MV Melite,Bulk Carrier
13106,Rio Daytona,Oil/Chemical Tanker
13107,Krania,Bulk Carrier
13111,Zeynep K,Bulk Carrier
13112,Sadan K,Bulk Carrier
13113,Imperial Eagle,Bulk Carrier
13114,Avocet,Bulk Carrier
13115,Egret Bulker,Bulk Carrier
13116,Crane,Bulk Carrier
13117,Menalon,Bulk Carrier
13125,Alethini,Bulk Carrier
13126,Golden Eagle,Bulk Carrier
13128,Thrasher,Bulk Carrier
13131,Cape Spencer,Bulk Carrier
13132,Cape Providence,Bulk Carrier
13133,Cape Northville,Bulk Carrier
13134,Cape Lambert,Bulk Carrier
13135,MV Canary,Bulk Carrier
13137,New York,Bulk Carrier
13138,Maratha Pride,Bulk Carrier
13140,Glory Claire,Bulk Carrier
13141,Corona Optimum,Bulk Carrier
13146,Golden Crown,Bulk Carrier
13147,Alpine Link,Oil/Chemical Tanker
13148,Marine King,Bulk Carrier
13150,Aramon,Oil/Chemical Tanker
13151,Genco Claudius,Bulk Carrier
13152,Ocean Gem,Bulk Carrier
13153,Gleamstar,Bulk Carrier
13154,Kanaris,Bulk Carrier
13159,Ssi Pride,Bulk Carrier
13162,Overseas Skopelos,Oil/Chemical Tanker
13163,Diana,Bulk Carrier
13164,Nikator,Bulk Carrier
13165,Alice,Oil/Chemical Tanker
13167,Ap Sveti Vlaho,Bulk Carrier
13171,Bittern,Bulk Carrier
13172,Cape Blanc,Oil/Chemical Tanker
13173,Coral Gem,Bulk Carrier
13174,Harvest Festival,Bulk Carrier
13175,Tamar,Bulk Carrier
13176,Trenta,Bulk Carrier
13177,Sea Of Future,Bulk Carrier
13178,Ozkan A,Oil/Chemical Tanker
13180,Chem Norma,Oil/Chemical Tanker
13181,Harvest Legend,Bulk Carrier
13182,Amanda C,Bulk Carrier
13183,Tate J,Bulk Carrier
13184,Oriana C,Bulk Carrier
13185,Quinn J,Bulk Carrier
13186,Lisa J,Bulk Carrier
13187,Thomas C,Bulk Carrier
13188,Ethel L,Bulk Carrier
13189,Steven C,Bulk Carrier
13193,Navig8 Strength,Oil/Chemical Tanker
13194,Navig8 Success,Oil/Chemical Tanker
13198,Christos Theo,Bulk Carrier
13199,Ioannis Theo,Bulk Carrier
13200,Fairchem Birdie,Oil/Chemical Tanker
13201,Genco Maximus,Bulk Carrier
13202,Sp Athens,Oil/Chemical Tanker
13203,Sp Amsterdam,Oil/Chemical Tanker
13206,Houston,Bulk Carrier
13213,Battersea,Bulk Carrier
13216,Maratha Paramount,Bulk Carrier
13217,Lady Sina,Oil/Chemical Tanker
13219,Carpe Diem II,Oil/Chemical Tanker
13222,Amyntor,Bulk Carrier
13224,Tigris,Oil/Chemical Tanker
13225,Moray,Oil/Chemical Tanker
13226,Natach,Bulk Carrier
13227,Halandriani,Bulk Carrier
13244,Chem Hydra,Oil/Chemical Tanker
13245,Ocean Princess I,Oil/Chemical Tanker
13248,Alexandros III,Bulk Carrier
13249,Alexandros Theo,Bulk Carrier
13250,Songa Hawk,Oil/Chemical Tanker
13251,Golden Shui,Bulk Carrier
13253,Lietta,Bulk Carrier
13255,Genco Commodus,Bulk Carrier
13256,Songa Emerald,Oil/Chemical Tanker
13257,Songa Jade,Oil/Chemical Tanker
13258,Songa Opal,Oil/Chemical Tanker
13259,Cape Tees,Oil/Chemical Tanker
13263,Svinoy,Bulk Carrier
13264,Svenner,Bulk Carrier
13265,Slettnes,Bulk Carrier
13270,Stealth Bahla,Oil/Chemical Tanker
13271,Ocean Prince,Bulk Carrier
13273,Chem Lyra,Oil/Chemical Tanker
13277,Stellar Eagle,Bulk Carrier
13278,Tequila Sunrise,Bulk Carrier
13279,Porthos,Bulk Carrier
13281,Federal Mackinac,Bulk Carrier
13282,Federal Margaree,Bulk Carrier
13283,Lilian,Bulk Carrier
13284,Mr Pat Brown,Oil/Chemical Tanker
13285,Golden Feng,Bulk Carrier
13289,Alpine Duke,Oil/Chemical Tanker
13290,Mindoro Star,Oil/Chemical Tanker
13291,MT Havva Ana,Oil/Chemical Tanker
13294,Bum Young,Oil/Chemical Tanker
13295,Bum Shin,Oil/Chemical Tanker
13296,Fairchem Charger,Oil/Chemical Tanker
13299,Crested Eagle,Bulk Carrier
13303,Ap Drzic,Bulk Carrier
13304,Reunion,Bulk Carrier
13305,MT Chem Alya,Oil/Chemical Tanker
13306,Baltic Wolf,Bulk Carrier
13307,Magic Star,Oil/Chemical Tanker
13316,Ourania Luck,Bulk Carrier
13317,Ivy Express,Oil/Chemical Tanker
13318,Woolim Dragon,Oil/Chemical Tanker
13319,MT Woo Hyeon,Oil/Chemical Tanker
13322,Sira,Oil/Chemical Tanker
13323,Simoa,Oil/Chemical Tanker
13324,Histria Prince,Oil/Chemical Tanker
13327,Cape Tallin,Oil/Chemical Tanker
13328,Star Pauline,Bulk Carrier
13330,Sophia K,Bulk Carrier
13332,Portland,Bulk Carrier
13334,Genco Hadrian,Bulk Carrier
13336,Baltic Bear,Bulk Carrier
13338,Lyla,Bulk Carrier
13339,Baltic Hare,Bulk Carrier
13341,Woodstar,Bulk Carrier
13363,Oluja,Bulk Carrier
13364,Orsula,Bulk Carrier
13366,Toreach Pioneer,Oil/Chemical Tanker
13367,Palawan Star,Oil/Chemical Tanker
13373,Lady Cordelia,Oil/Chemical Tanker
13374,Summer,Oil/Chemical Tanker
13375,Winter,Oil/Chemical Tanker
13376,Autumn,Oil/Chemical Tanker
13379,Yasa Dream,Bulk Carrier
13382,Royal Aqua,Oil/Chemical Tanker
13383,Athos,Bulk Carrier
13384,Baltic Leopard,Bulk Carrier
13390,Inase,Bulk Carrier
13396,Fairchem Friesian,Oil/Chemical Tanker
13397,Vereina,Bulk Carrier
13398,Wembley,Oil/Chemical Tanker
13399,Gursis,Bulk Carrier
13400,Ocean Diamond,Bulk Carrier
13402,Songa Topaz,Oil/Chemical Tanker
13404,Songa Diamond,Oil/Chemical Tanker
13406,Royal Jasper,Oil/Chemical Tanker
13407,Lady Gloria,Oil/Chemical Tanker
13408,Redwing,Bulk Carrier
13412,Seaglass II,Bulk Carrier
13415,Royal Diamond 7,Oil/Chemical Tanker
13416,Stolt Megami,Oil/Chemical Tanker
13417,Kingfisher D,Bulk Carrier
13420,Moonray,Bulk Carrier
13421,Goldeneye,Bulk Carrier
13422,Banos A,Bulk Carrier
13423,Vlazakis I,Bulk Carrier
13424,Ingrid C,Bulk Carrier
13425,Thor,Bulk Carrier
13426,Wren,Bulk Carrier
13428,Sea Diamond,Bulk Carrier
13429,Imperator,Bulk Carrier
13430,Adelia,Oil/Chemical Tanker
13431,Olvia,Oil/Chemical Tanker
13432,Magnum Energy,Bulk Carrier
13433,Magnum Power,Bulk Carrier
13434,Magnum Force,Bulk Carrier
13438,Overseas Kimolos,Oil/Chemical Tanker
13439,Saturn,Oil/Chemical Tanker
13440,Lynx,Oil/Chemical Tanker
13443,Sea Pioneer,Oil/Chemical Tanker
13445,Baltic Panther,Bulk Carrier
13446,Navig8 Stealth SV,Oil/Chemical Tanker
13447,Maxwell Bay,Oil/Chemical Tanker
13448,Novo Mesto,Bulk Carrier
13449,Overseas Sifnos,Oil/Chemical Tanker
13450,Baltic Jaguar,Bulk Carrier
13451,MT Marvel,Oil/Chemical Tanker
13454,Star Omicron,Bulk Carrier
13458,Siteam Anja,Oil/Chemical Tanker
13459,Royal Crystal 7,Oil/Chemical Tanker
13460,Royal Emerald,Oil/Chemical Tanker
13461,Royal Peridot,Oil/Chemical Tanker
13462,Prokopis K,Bulk Carrier
13465,Argyroula,Bulk Carrier
13468,Rzs Fortune,Bulk Carrier
13469,Suerte,Bulk Carrier
13470,Ecosand GO,Bulk Carrier
13472,MV Equator,Bulk Carrier
13476,Stavros P,Bulk Carrier
13478,Miss Lucy,Oil/Chemical Tanker
13479,Miracle,Oil/Chemical Tanker
13480,Songa Sapphire,Oil/Chemical Tanker
13481,Songa Ruby,Oil/Chemical Tanker
13482,Songa Pearl,Oil/Chemical Tanker
13483,Ecoan GO,Bulk Carrier
13486,Stealth II,Oil/Chemical Tanker
13487,Star Masaya,Bulk Carrier
13495,New Fortune,Bulk Carrier
13499,Commencement,Oil/Chemical Tanker
13503,Sea Phantom,Oil/Chemical Tanker
13504,Kastro,Bulk Carrier
13505,Yasa Emirhan,Bulk Carrier
13507,MV Star Kappa,Bulk Carrier
13508,Star Theta,Bulk Carrier
13509,Star Zeta,Bulk Carrier
13510,Star Gamma,Bulk Carrier
13512,Star Delta,Bulk Carrier
13513,Star Epsilon,Bulk Carrier
13514,Yue Dian 82,Bulk Carrier
13515,Star Cosmo,Bulk Carrier
13517,Alexandros II,Oil/Chemical Tanker
13522,Mr Canopus,Oil/Chemical Tanker
13523,Fidelity N,Oil/Chemical Tanker
13524,Navig8 Faith,Oil/Chemical Tanker
13525,Aviator,Bulk Carrier
13529,Genco Rhone,Bulk Carrier
13531,Ecomar GO,Bulk Carrier
13532,MV Tiara Globe,Bulk Carrier
13535,Ecostar GO,Bulk Carrier
13539,Ocean Breeze,Bulk Carrier
13540,Malbec,Oil/Chemical Tanker
13542,Genco Hunter,Bulk Carrier
13543,River Globe,Bulk Carrier
13544,Genco Provence,Bulk Carrier
13545,Friedrich Oldendorff,Bulk Carrier
13546,Cape Egmont,Oil/Chemical Tanker
13549,Cape Esmeralda,Oil/Chemical Tanker
13550,Navig8 Stealth,Oil/Chemical Tanker
13551,Harvest Sun,Bulk Carrier
13557,Alpine Stealth,Oil/Chemical Tanker
13558,Tektoneos,Bulk Carrier
13565,Genco Raptor,Bulk Carrier
13568,Angel 38,Oil/Chemical Tanker
13570,London Courage,Bulk Carrier
13578,Mr Kentaurus,Oil/Chemical Tanker
13579,Mr Sirius,Oil/Chemical Tanker
13580,Niki T,Bulk Carrier
13581,Eleni T,Bulk Carrier
13582,Harvest Moon,Bulk Carrier
13583,Helena,Bulk Carrier
13584,Maya,Oil/Chemical Tanker
13588,Tequila,Oil/Chemical Tanker
13589,Kittiwake,Bulk Carrier
13592,MT Sea Lion I,Oil/Chemical Tanker
13595,Shrike,Bulk Carrier
13596,Semirio,Bulk Carrier
13597,Mr Aries,Oil/Chemical Tanker
13598,Mr Leo,Oil/Chemical Tanker
13599,Mr Aquarius,Oil/Chemical Tanker
13602,Azur,Bulk Carrier
13603,Histria Azure,Oil/Chemical Tanker
13604,Aliki,Bulk Carrier
13607,Yenisey,Bulk Carrier
13611,Genco Picardy,Bulk Carrier
13612,Okialos,Bulk Carrier
13613,Anna Smile,Bulk Carrier
13614,Fairchem Bronco,Oil/Chemical Tanker
13615,Genco Normandy,Bulk Carrier
13618,Genco Thunder,Bulk Carrier
13619,Chios Legacy,Bulk Carrier
13624,El Zorro,Oil/Chemical Tanker
13625,Genco Warrior,Bulk Carrier
13626,Filitsa,Bulk Carrier
13627,Navision Alliance,Bulk Carrier
13629,Loyal Union,Bulk Carrier
13630,Rising Sun,Oil/Chemical Tanker
13631,Consolidator,Bulk Carrier
13632,Patriotic,Oil/Chemical Tanker
13633,Mentor,Oil/Chemical Tanker
13635,Iver Prosperity,Oil/Chemical Tanker
13636,Iver Progress,Oil/Chemical Tanker
13637,Ainazi,Oil/Chemical Tanker
13638,Salacgriva,Oil/Chemical Tanker
13639,Ugale,Oil/Chemical Tanker
13640,Usma,Oil/Chemical Tanker
13641,Targale,Oil/Chemical Tanker
13642,Uzava,Oil/Chemical Tanker
13643,Piltene,Oil/Chemical Tanker
13644,Asteris,Bulk Carrier
13645,Genco Loire,Bulk Carrier
13646,Krisjanis Valdemars,Oil/Chemical Tanker
13647,Kazdanga,Oil/Chemical Tanker
13648,Kraslava,Oil/Chemical Tanker
13649,Kandava,Oil/Chemical Tanker
13650,Yasa Pembe,Bulk Carrier
13651,Yasa Ilhan,Bulk Carrier
13652,Yasa Aysen,Bulk Carrier
13653,Yasa Unsal Sunar,Bulk Carrier
13655,Songa Crystal,Oil/Chemical Tanker
13656,Genco Languedoc,Bulk Carrier
13658,Waffle Racer,Bulk Carrier
13661,Sideris Gs,Bulk Carrier
13662,Genco Cavalier,Bulk Carrier
13663,Lopi Z,Bulk Carrier
13666,Lilian Z,Bulk Carrier
13667,Puze,Oil/Chemical Tanker
13669,Arionas,Oil/Chemical Tanker
13671,Serenity I,Bulk Carrier
13672,Aristides N P,Bulk Carrier
13673,Genco Brittany,Bulk Carrier
13678,Sea Challenger,Oil/Chemical Tanker
13679,MV Jaeger,Bulk Carrier
13680,Tern,Bulk Carrier
13682,Agisilaos,Oil/Chemical Tanker
13683,Naias,Bulk Carrier
13684,Madrisa,Bulk Carrier
13686,Star Angie,Bulk Carrier
13687,Star Sophia,Bulk Carrier
13688,Star Markella,Bulk Carrier
13689,Star Maria,Bulk Carrier
13690,Star Georgia,Bulk Carrier
13691,Star Danai,Bulk Carrier
13692,Star Renee,Bulk Carrier
13693,Star Nina,Bulk Carrier
13694,Star Laura,Bulk Carrier
13695,Star Nasia,Bulk Carrier
13696,Star Mariella,Bulk Carrier
13697,Star Jennifer,Bulk Carrier
13698,Star Helena,Bulk Carrier
13699,Star Moira,Bulk Carrier
13705,Sea Force,Oil/Chemical Tanker
13706,Ance,Oil/Chemical Tanker
13710,Punta Mogotes,Oil/Chemical Tanker
13711,Eships Cobia,Oil/Chemical Tanker
13713,Navig8 Spirit,Oil/Chemical Tanker
13714,Mr Arcturus,Oil/Chemical Tanker
13717,Bomar Quest,Oil/Chemical Tanker
13718,Eastern Prelude,Oil/Chemical Tanker
13720,Genco Bourgogne,Bulk Carrier
13721,Genco Auvergne,Bulk Carrier
13722,Yasa Fortune,Bulk Carrier
13723,Blue Rose,Oil/Chemical Tanker
13725,Sichem Defiance,Oil/Chemical Tanker
13726,Meliora Cogito,Oil/Chemical Tanker
13727,Alkiviadis,Oil/Chemical Tanker
13728,Yasa Unity,Bulk Carrier
13729,MV Neer,Bulk Carrier
13730,Genco Ardennes,Bulk Carrier
13731,Triple A,Oil/Chemical Tanker
13732,Seatizen,Oil/Chemical Tanker
13735,Yasa Pioneer,Bulk Carrier
13736,MV Yasa Team,Bulk Carrier
13737,Yasa Ozcan,Bulk Carrier
13738,Morgane,Oil/Chemical Tanker
13740,Ajax,Bulk Carrier
13743,Aristidis,Oil/Chemical Tanker
13744,Merlin,Bulk Carrier
13747,Yasa Gulten,Bulk Carrier
13748,Star Eleonora,Bulk Carrier
13749,Star Monisha,Bulk Carrier
13753,Chem Leo,Oil/Chemical Tanker
13754,Yasa Neslihan,Bulk Carrier
13756,Mojito,Oil/Chemical Tanker
13760,Centurion,Bulk Carrier
13761,Star Vanessa,Bulk Carrier
13762,Gaspar,Bulk Carrier
13766,Marylisa V,Bulk Carrier
13773,Desert Rhapsody,Bulk Carrier
13774,Desert Symphony,Bulk Carrier
13775,Baltic Cougar,Bulk Carrier
13779,Aleyna Mercan,Oil/Chemical Tanker
13781,Osprey I,Bulk Carrier
13782,Sparrow,Bulk Carrier
13783,MvPeregrine,Bulk Carrier
13784,MvKite,Bulk Carrier
13785,Cardinal,Bulk Carrier
13786,Balthazar,Bulk Carrier
13787,Melchior,Bulk Carrier
13789,Odigitria,Bulk Carrier
13790,Genco Aquitaine,Bulk Carrier
13791,Sichem Aneline,Oil/Chemical Tanker
13794,Melos,Bulk Carrier
13795,Mycenae,Bulk Carrier
13796,Massallia,Bulk Carrier
13798,Calm Seas,Bulk Carrier
13799,Limar,Oil/Chemical Tanker
13800,Rimar,Oil/Chemical Tanker
13801,Overseas Atalmar,Oil/Chemical Tanker
13802,Overseas Ariadmar,Oil/Chemical Tanker
13803,Overseas Antigmar,Oil/Chemical Tanker
13804,Overseas Andromar,Oil/Chemical Tanker
13805,Overseas Alcmar,Oil/Chemical Tanker
13806,Overseas Alcesmar,Oil/Chemical Tanker
13817,Overseas Petromar,Oil/Chemical Tanker
13821,Hawk1,Bulk Carrier
13822,Star Kamila,Bulk Carrier
13825,Great Eastern,Oil/Chemical Tanker
13826,New England,Oil/Chemical Tanker
13827,Nor'Easter,Oil/Chemical Tanker
13833,Riva Wind,Bulk Carrier
13834,Ocean Reef,Bulk Carrier
13835,Fratzis Star,Bulk Carrier
13836,Chem Orion,Oil/Chemical Tanker
13841,Thebes,Bulk Carrier
13843,Chem Antares,Oil/Chemical Tanker
13844,Kind Seas,Bulk Carrier
13848,Karavados,Bulk Carrier
13850,Rm Dynasty,Bulk Carrier
13851,Miletus,Bulk Carrier
13852,Anastasia S,Bulk Carrier
13853,Star Emily,Bulk Carrier
13854,Genco Predator,Bulk Carrier
13861,Baltic,Oil/Chemical Tanker
13862,Berenike,Oil/Chemical Tanker
13863,Star Aline,Bulk Carrier
13867,Knossos,Bulk Carrier
13869,Star Iris,Bulk Carrier
13871,Rm Power,Bulk Carrier
13876,Achilles,Bulk Carrier
13877,Ascanius,Bulk Carrier
13881,Cape Bacton,Oil/Chemical Tanker
13882,Cape Bradley,Oil/Chemical Tanker
13885,Chem Trader,Oil/Chemical Tanker
13892,Lucija,Bulk Carrier
13913,Theomitor,Bulk Carrier
13944,Makarios,Bulk Carrier
13948,Corinth,Bulk Carrier
13950,Athens,Bulk Carrier
13972,Ctar0Michele,Bulk Carrier
13979,MT Mutiara Perak,Oil/Chemical Tanker
13992,Maritime North,Oil/Chemical Tanker
14016,Maliau,Oil/Chemical Tanker
14042,Win 1,Oil/Chemical Tanker
14162,Aquabelle,Oil/Chemical Tanker
14214,Eco Destiny,Bulk Carrier
14258,MV Leann,Bulk Carrier
14261,Merris 2,Oil/Chemical Tanker
14288,Precedence,Oil/Chemical Tanker
14289,Pacific Ocean,Oil/Chemical Tanker
14305,Vitesse,Oil/Chemical Tanker
14339,Tasik Melati,Bulk Carrier
14383,Chulan 2,Oil/Chemical Tanker
14386,Chulan 1,Oil/Chemical Tanker
14387,MtWin 2,Oil/Chemical Tanker
14394,Eco Discovery,Bulk Carrier
14412,Eco Vanguard,Bulk Carrier
14414,Bunga Angsana,Oil/Chemical Tanker
14415,Bunga Angelica,Oil/Chemical Tanker
14421,Bunga Allium,Oil/Chemical Tanker
14430,Bunga Alamanda,Oil/Chemical Tanker
14431,Bunga Akasia,Oil/Chemical Tanker
14432,Eco Vanquish,Bulk Carrier
14619,TbNautillus,Oil/Chemical Tanker
14673,Angel 18,Oil/Chemical Tanker
14687,Rui Bo,Bulk Carrier
14697,Duta Sarana,Oil/Chemical Tanker
14705,Qi Xiang 5,Bulk Carrier
14718,Grace Ocean,Bulk Carrier
14727,Merry Ocean,Bulk Carrier
14747,Vimaru Ace,Bulk Carrier
14765,Bao Shun,Bulk Carrier
14904,Au Virgo,Oil/Chemical Tanker
14911,MV Bogasari Empat,Bulk Carrier
14918,Tanker Victory,Oil/Chemical Tanker
14925,Au Aries,Oil/Chemical Tanker
14933,Au Gemini,Oil/Chemical Tanker
14938,Bintulu,Oil/Chemical Tanker
14961,Andhika Nareswari,Bulk Carrier
15004,Success Dalia Xlviii,Oil/Chemical Tanker
15005,Nariva,Oil/Chemical Tanker
15033,Maiden Target,Oil/Chemical Tanker
15047,Princess Naomi,Oil/Chemical Tanker
15050,Global Top,Oil/Chemical Tanker
15053,MvNameera,Bulk Carrier
15071,Delfini,Bulk Carrier
15082,MT Sumatra Palm,Oil/Chemical Tanker
15093,MT Medelin Master,Oil/Chemical Tanker
15096,Nur Allya,Bulk Carrier
15121,MT Java Palm,Oil/Chemical Tanker
15131,Permata Caroline,Bulk Carrier
